country,scenario,year,variable,value
FR,0_no_pol_cep,START,Primary energy factor,2.8679066
FR,1_no_pol_cep_low_pef,2030,Primary energy factor,2.363572
FR,1_no_pol_cep_low_pef,2033,Primary energy factor,2.1954603
FR,1_no_pol_cep_low_pef,2035,Primary energy factor,2.083386
FR,1_no_pol_cep_low_pef,2040,Primary energy factor,1.8031999
FR,1_no_pol_cep_low_pef,2045,Primary energy factor,1.2428279
FR,1_no_pol_cep_low_pef,START,Primary energy factor,2.8679066
FR,2_no_pol_ep,START,Primary energy factor,2.8679066
FR,3_no_pol_ep_low_pef,2030,Primary energy factor,2.363572
FR,3_no_pol_ep_low_pef,2033,Primary energy factor,2.1954603
FR,3_no_pol_ep_low_pef,2035,Primary energy factor,2.083386
FR,3_no_pol_ep_low_pef,2040,Primary energy factor,1.8031999
FR,3_no_pol_ep_low_pef,2045,Primary energy factor,1.2428279
FR,3_no_pol_ep_low_pef,START,Primary energy factor,2.8679066
FR,4_low_pol_co2_75,START,Primary energy factor,2.8679066
FR,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.363572
FR,5_low_pol_co2_75_low_pef,2033,Primary energy factor,2.1954603
FR,5_low_pol_co2_75_low_pef,2035,Primary energy factor,2.083386
FR,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.8031999
FR,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.2428279
FR,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.8679066
FR,6_co2_300,START,Primary energy factor,2.8679066
FR,7_co2_300_low_pef,2030,Primary energy factor,2.363572
FR,7_co2_300_low_pef,2033,Primary energy factor,2.1954603
FR,7_co2_300_low_pef,2035,Primary energy factor,2.083386
FR,7_co2_300_low_pef,2040,Primary energy factor,1.8031999
FR,7_co2_300_low_pef,2045,Primary energy factor,1.2428279
FR,7_co2_300_low_pef,START,Primary energy factor,2.8679066
FR,8_nofoss_co2_75,START,Primary energy factor,2.8679066
FR,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.363572
FR,9_nofoss_co2_75_low_pef,2033,Primary energy factor,2.1954603
FR,9_nofoss_co2_75_low_pef,2035,Primary energy factor,2.083386
FR,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.8031999
FR,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.2428279
FR,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.8679066
GR,0_no_pol_cep,START,Primary energy factor,2.3169732
GR,1_no_pol_cep_low_pef,2030,Primary energy factor,1.9613905
GR,1_no_pol_cep_low_pef,2033,Primary energy factor,1.842863
GR,1_no_pol_cep_low_pef,2035,Primary energy factor,1.7638445
GR,1_no_pol_cep_low_pef,2040,Primary energy factor,1.5662985
GR,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1712065
GR,1_no_pol_cep_low_pef,START,Primary energy factor,2.3169732
GR,2_no_pol_ep,START,Primary energy factor,2.3169732
GR,3_no_pol_ep_low_pef,2030,Primary energy factor,1.9613905
GR,3_no_pol_ep_low_pef,2033,Primary energy factor,1.842863
GR,3_no_pol_ep_low_pef,2035,Primary energy factor,1.7638445
GR,3_no_pol_ep_low_pef,2040,Primary energy factor,1.5662985
GR,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1712065
GR,3_no_pol_ep_low_pef,START,Primary energy factor,2.3169732
GR,4_low_pol_co2_75,START,Primary energy factor,2.3169732
GR,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.9613905
GR,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.842863
GR,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.7638445
GR,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.5662985
GR,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1712065
GR,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.3169732
GR,6_co2_300,START,Primary energy factor,2.3169732
GR,7_co2_300_low_pef,2030,Primary energy factor,1.9613905
GR,7_co2_300_low_pef,2033,Primary energy factor,1.842863
GR,7_co2_300_low_pef,2035,Primary energy factor,1.7638445
GR,7_co2_300_low_pef,2040,Primary energy factor,1.5662985
GR,7_co2_300_low_pef,2045,Primary energy factor,1.1712065
GR,7_co2_300_low_pef,START,Primary energy factor,2.3169732
GR,8_nofoss_co2_75,START,Primary energy factor,2.3169732
GR,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.9613905
GR,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.842863
GR,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.7638445
GR,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.5662985
GR,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1712065
GR,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.3169732
HR,0_no_pol_cep,START,Primary energy factor,1.7829571
HR,1_no_pol_cep_low_pef,2030,Primary energy factor,1.5715586
HR,1_no_pol_cep_low_pef,2033,Primary energy factor,1.5010926
HR,1_no_pol_cep_low_pef,2035,Primary energy factor,1.454115
HR,1_no_pol_cep_low_pef,2040,Primary energy factor,1.3366715
HR,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1017845
HR,1_no_pol_cep_low_pef,START,Primary energy factor,1.7829571
HR,2_no_pol_ep,START,Primary energy factor,1.7829571
HR,3_no_pol_ep_low_pef,2030,Primary energy factor,1.5715586
HR,3_no_pol_ep_low_pef,2033,Primary energy factor,1.5010926
HR,3_no_pol_ep_low_pef,2035,Primary energy factor,1.454115
HR,3_no_pol_ep_low_pef,2040,Primary energy factor,1.3366715
HR,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1017845
HR,3_no_pol_ep_low_pef,START,Primary energy factor,1.7829571
HR,4_low_pol_co2_75,START,Primary energy factor,1.7829571
HR,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.5715586
HR,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.5010926
HR,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.454115
HR,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.3366715
HR,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1017845
HR,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.7829571
HR,6_co2_300,START,Primary energy factor,1.7829571
HR,7_co2_300_low_pef,2030,Primary energy factor,1.5715586
HR,7_co2_300_low_pef,2033,Primary energy factor,1.5010926
HR,7_co2_300_low_pef,2035,Primary energy factor,1.454115
HR,7_co2_300_low_pef,2040,Primary energy factor,1.3366715
HR,7_co2_300_low_pef,2045,Primary energy factor,1.1017845
HR,7_co2_300_low_pef,START,Primary energy factor,1.7829571
HR,8_nofoss_co2_75,START,Primary energy factor,1.7829571
HR,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.5715586
HR,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.5010926
HR,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.454115
HR,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.3366715
HR,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1017845
HR,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.7829571
HU,0_no_pol_cep,START,Primary energy factor,2.8427587
HU,1_no_pol_cep_low_pef,2030,Primary energy factor,2.345214
HU,1_no_pol_cep_low_pef,2033,Primary energy factor,2.1793656
HU,1_no_pol_cep_low_pef,2035,Primary energy factor,2.0688
HU,1_no_pol_cep_low_pef,2040,Primary energy factor,1.7923863
HU,1_no_pol_cep_low_pef,2045,Primary energy factor,1.2395586
HU,1_no_pol_cep_low_pef,START,Primary energy factor,2.8427587
HU,2_no_pol_ep,START,Primary energy factor,2.8427587
HU,3_no_pol_ep_low_pef,2030,Primary energy factor,2.345214
HU,3_no_pol_ep_low_pef,2033,Primary energy factor,2.1793656
HU,3_no_pol_ep_low_pef,2035,Primary energy factor,2.0688
HU,3_no_pol_ep_low_pef,2040,Primary energy factor,1.7923863
HU,3_no_pol_ep_low_pef,2045,Primary energy factor,1.2395586
HU,3_no_pol_ep_low_pef,START,Primary energy factor,2.8427587
HU,4_low_pol_co2_75,START,Primary energy factor,2.8427587
HU,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.345214
HU,5_low_pol_co2_75_low_pef,2033,Primary energy factor,2.1793656
HU,5_low_pol_co2_75_low_pef,2035,Primary energy factor,2.0688
HU,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.7923863
HU,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.2395586
HU,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.8427587
HU,6_co2_300,START,Primary energy factor,2.8427587
HU,7_co2_300_low_pef,2030,Primary energy factor,2.345214
HU,7_co2_300_low_pef,2033,Primary energy factor,2.1793656
HU,7_co2_300_low_pef,2035,Primary energy factor,2.0688
HU,7_co2_300_low_pef,2040,Primary energy factor,1.7923863
HU,7_co2_300_low_pef,2045,Primary energy factor,1.2395586
HU,7_co2_300_low_pef,START,Primary energy factor,2.8427587
HU,8_nofoss_co2_75,START,Primary energy factor,2.8427587
HU,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.345214
HU,9_nofoss_co2_75_low_pef,2033,Primary energy factor,2.1793656
HU,9_nofoss_co2_75_low_pef,2035,Primary energy factor,2.0688
HU,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.7923863
HU,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.2395586
HU,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.8427587
IE,0_no_pol_cep,START,Primary energy factor,1.9540254
IE,1_no_pol_cep_low_pef,2030,Primary energy factor,1.6964386
IE,1_no_pol_cep_low_pef,2033,Primary energy factor,1.6105763
IE,1_no_pol_cep_low_pef,2035,Primary energy factor,1.5533347
IE,1_no_pol_cep_low_pef,2040,Primary energy factor,1.4102309
IE,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1240233
IE,1_no_pol_cep_low_pef,START,Primary energy factor,1.9540254
IE,2_no_pol_ep,START,Primary energy factor,1.9540254
IE,3_no_pol_ep_low_pef,2030,Primary energy factor,1.6964386
IE,3_no_pol_ep_low_pef,2033,Primary energy factor,1.6105763
IE,3_no_pol_ep_low_pef,2035,Primary energy factor,1.5533347
IE,3_no_pol_ep_low_pef,2040,Primary energy factor,1.4102309
IE,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1240233
IE,3_no_pol_ep_low_pef,START,Primary energy factor,1.9540254
IE,4_low_pol_co2_75,START,Primary energy factor,1.9540254
IE,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.6964386
IE,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.6105763
IE,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.5533347
IE,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.4102309
IE,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1240233
IE,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.9540254
IE,6_co2_300,START,Primary energy factor,1.9540254
IE,7_co2_300_low_pef,2030,Primary energy factor,1.6964386
IE,7_co2_300_low_pef,2033,Primary energy factor,1.6105763
IE,7_co2_300_low_pef,2035,Primary energy factor,1.5533347
IE,7_co2_300_low_pef,2040,Primary energy factor,1.4102309
IE,7_co2_300_low_pef,2045,Primary energy factor,1.1240233
IE,7_co2_300_low_pef,START,Primary energy factor,1.9540254
IE,8_nofoss_co2_75,START,Primary energy factor,1.9540254
IE,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.6964386
IE,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.6105763
IE,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.5533347
IE,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.4102309
IE,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1240233
IE,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.9540254
IT,0_no_pol_cep,START,Primary energy factor,2.0204804
IT,1_no_pol_cep_low_pef,2030,Primary energy factor,1.7449507
IT,1_no_pol_cep_low_pef,2033,Primary energy factor,1.6531074
IT,1_no_pol_cep_low_pef,2035,Primary energy factor,1.5918787
IT,1_no_pol_cep_low_pef,2040,Primary energy factor,1.4388065
IT,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1326624
IT,1_no_pol_cep_low_pef,START,Primary energy factor,2.0204804
IT,2_no_pol_ep,START,Primary energy factor,2.0204804
IT,3_no_pol_ep_low_pef,2030,Primary energy factor,1.7449507
IT,3_no_pol_ep_low_pef,2033,Primary energy factor,1.6531074
IT,3_no_pol_ep_low_pef,2035,Primary energy factor,1.5918787
IT,3_no_pol_ep_low_pef,2040,Primary energy factor,1.4388065
IT,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1326624
IT,3_no_pol_ep_low_pef,START,Primary energy factor,2.0204804
IT,4_low_pol_co2_75,START,Primary energy factor,2.0204804
IT,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.7449507
IT,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.6531074
IT,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.5918787
IT,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.4388065
IT,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1326624
IT,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.0204804
IT,6_co2_300,START,Primary energy factor,2.0204804
IT,7_co2_300_low_pef,2030,Primary energy factor,1.7449507
IT,7_co2_300_low_pef,2033,Primary energy factor,1.6531074
IT,7_co2_300_low_pef,2035,Primary energy factor,1.5918787
IT,7_co2_300_low_pef,2040,Primary energy factor,1.4388065
IT,7_co2_300_low_pef,2045,Primary energy factor,1.1326624
IT,7_co2_300_low_pef,START,Primary energy factor,2.0204804
IT,8_nofoss_co2_75,START,Primary energy factor,2.0204804
IT,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.7449507
IT,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.6531074
IT,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.5918787
IT,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.4388065
IT,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1326624
IT,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.0204804
LT,0_no_pol_cep,START,Primary energy factor,1.7665979
LT,1_no_pol_cep_low_pef,2030,Primary energy factor,1.5596164
LT,1_no_pol_cep_low_pef,2033,Primary energy factor,1.4906226
LT,1_no_pol_cep_low_pef,2035,Primary energy factor,1.4446267
LT,1_no_pol_cep_low_pef,2040,Primary energy factor,1.329637
LT,1_no_pol_cep_low_pef,2045,Primary energy factor,1.0996578
LT,1_no_pol_cep_low_pef,START,Primary energy factor,1.7665979
LT,2_no_pol_ep,START,Primary energy factor,1.7665979
LT,3_no_pol_ep_low_pef,2030,Primary energy factor,1.5596164
LT,3_no_pol_ep_low_pef,2033,Primary energy factor,1.4906226
LT,3_no_pol_ep_low_pef,2035,Primary energy factor,1.4446267
LT,3_no_pol_ep_low_pef,2040,Primary energy factor,1.329637
LT,3_no_pol_ep_low_pef,2045,Primary energy factor,1.0996578
LT,3_no_pol_ep_low_pef,START,Primary energy factor,1.7665979
LT,4_low_pol_co2_75,START,Primary energy factor,1.7665979
LT,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.5596164
LT,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.4906226
LT,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.4446267
LT,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.329637
LT,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.0996578
LT,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.7665979
LT,6_co2_300,START,Primary energy factor,1.7665979
LT,7_co2_300_low_pef,2030,Primary energy factor,1.5596164
LT,7_co2_300_low_pef,2033,Primary energy factor,1.4906226
LT,7_co2_300_low_pef,2035,Primary energy factor,1.4446267
LT,7_co2_300_low_pef,2040,Primary energy factor,1.329637
LT,7_co2_300_low_pef,2045,Primary energy factor,1.0996578
LT,7_co2_300_low_pef,START,Primary energy factor,1.7665979
LT,8_nofoss_co2_75,START,Primary energy factor,1.7665979
LT,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.5596164
LT,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.4906226
LT,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.4446267
LT,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.329637
LT,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.0996578
LT,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.7665979
LU,0_no_pol_cep,START,Primary energy factor,1.7299554
LU,1_no_pol_cep_low_pef,2030,Primary energy factor,1.5328674
LU,1_no_pol_cep_low_pef,2033,Primary energy factor,1.4671714
LU,1_no_pol_cep_low_pef,2035,Primary energy factor,1.4233742
LU,1_no_pol_cep_low_pef,2040,Primary energy factor,1.3138808
LU,1_no_pol_cep_low_pef,2045,Primary energy factor,1.0948942
LU,1_no_pol_cep_low_pef,START,Primary energy factor,1.7299554
LU,2_no_pol_ep,START,Primary energy factor,1.7299554
LU,3_no_pol_ep_low_pef,2030,Primary energy factor,1.5328674
LU,3_no_pol_ep_low_pef,2033,Primary energy factor,1.4671714
LU,3_no_pol_ep_low_pef,2035,Primary energy factor,1.4233742
LU,3_no_pol_ep_low_pef,2040,Primary energy factor,1.3138808
LU,3_no_pol_ep_low_pef,2045,Primary energy factor,1.0948942
LU,3_no_pol_ep_low_pef,START,Primary energy factor,1.7299554
LU,4_low_pol_co2_75,START,Primary energy factor,1.7299554
LU,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.5328674
LU,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.4671714
LU,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.4233742
LU,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.3138808
LU,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.0948942
LU,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.7299554
LU,6_co2_300,START,Primary energy factor,1.7299554
LU,7_co2_300_low_pef,2030,Primary energy factor,1.5328674
LU,7_co2_300_low_pef,2033,Primary energy factor,1.4671714
LU,7_co2_300_low_pef,2035,Primary energy factor,1.4233742
LU,7_co2_300_low_pef,2040,Primary energy factor,1.3138808
LU,7_co2_300_low_pef,2045,Primary energy factor,1.0948942
LU,7_co2_300_low_pef,START,Primary energy factor,1.7299554
LU,8_nofoss_co2_75,START,Primary energy factor,1.7299554
LU,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.5328674
LU,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.4671714
LU,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.4233742
LU,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.3138808
LU,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.0948942
LU,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.7299554
LV,0_no_pol_cep,START,Primary energy factor,1.6663066
LV,1_no_pol_cep_low_pef,2030,Primary energy factor,1.4864038
LV,1_no_pol_cep_low_pef,2033,Primary energy factor,1.4264362
LV,1_no_pol_cep_low_pef,2035,Primary energy factor,1.3864578
LV,1_no_pol_cep_low_pef,2040,Primary energy factor,1.2865119
LV,1_no_pol_cep_low_pef,2045,Primary energy factor,1.0866199
LV,1_no_pol_cep_low_pef,START,Primary energy factor,1.6663066
LV,2_no_pol_ep,START,Primary energy factor,1.6663066
LV,3_no_pol_ep_low_pef,2030,Primary energy factor,1.4864038
LV,3_no_pol_ep_low_pef,2033,Primary energy factor,1.4264362
LV,3_no_pol_ep_low_pef,2035,Primary energy factor,1.3864578
LV,3_no_pol_ep_low_pef,2040,Primary energy factor,1.2865119
LV,3_no_pol_ep_low_pef,2045,Primary energy factor,1.0866199
LV,3_no_pol_ep_low_pef,START,Primary energy factor,1.6663066
LV,4_low_pol_co2_75,START,Primary energy factor,1.6663066
LV,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.4864038
LV,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.4264362
LV,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.3864578
LV,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.2865119
LV,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.0866199
LV,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.6663066
LV,6_co2_300,START,Primary energy factor,1.6663066
LV,7_co2_300_low_pef,2030,Primary energy factor,1.4864038
LV,7_co2_300_low_pef,2033,Primary energy factor,1.4264362
LV,7_co2_300_low_pef,2035,Primary energy factor,1.3864578
LV,7_co2_300_low_pef,2040,Primary energy factor,1.2865119
LV,7_co2_300_low_pef,2045,Primary energy factor,1.0866199
LV,7_co2_300_low_pef,START,Primary energy factor,1.6663066
LV,8_nofoss_co2_75,START,Primary energy factor,1.6663066
LV,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.4864038
LV,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.4264362
LV,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.3864578
LV,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.2865119
LV,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.0866199
LV,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.6663066
MT,0_no_pol_cep,START,Primary energy factor,2.3310034
MT,1_no_pol_cep_low_pef,2030,Primary energy factor,1.9716326
MT,1_no_pol_cep_low_pef,2033,Primary energy factor,1.8518423
MT,1_no_pol_cep_low_pef,2035,Primary energy factor,1.7719821
MT,1_no_pol_cep_low_pef,2040,Primary energy factor,1.5723315
MT,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1730305
MT,1_no_pol_cep_low_pef,START,Primary energy factor,2.3310034
MT,2_no_pol_ep,START,Primary energy factor,2.3310034
MT,3_no_pol_ep_low_pef,2030,Primary energy factor,1.9716326
MT,3_no_pol_ep_low_pef,2033,Primary energy factor,1.8518423
MT,3_no_pol_ep_low_pef,2035,Primary energy factor,1.7719821
MT,3_no_pol_ep_low_pef,2040,Primary energy factor,1.5723315
MT,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1730305
MT,3_no_pol_ep_low_pef,START,Primary energy factor,2.3310034
MT,4_low_pol_co2_75,START,Primary energy factor,2.3310034
MT,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.9716326
MT,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.8518423
MT,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.7719821
MT,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.5723315
MT,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1730305
MT,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.3310034
MT,6_co2_300,START,Primary energy factor,2.3310034
MT,7_co2_300_low_pef,2030,Primary energy factor,1.9716326
MT,7_co2_300_low_pef,2033,Primary energy factor,1.8518423
MT,7_co2_300_low_pef,2035,Primary energy factor,1.7719821
MT,7_co2_300_low_pef,2040,Primary energy factor,1.5723315
MT,7_co2_300_low_pef,2045,Primary energy factor,1.1730305
MT,7_co2_300_low_pef,START,Primary energy factor,2.3310034
MT,8_nofoss_co2_75,START,Primary energy factor,2.3310034
MT,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.9716326
MT,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.8518423
MT,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.7719821
MT,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.5723315
MT,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1730305
MT,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.3310034
