country,scenario,year,variable,value
NL,0_no_pol_cep,START,Primary energy factor,1.9724828
NL,1_no_pol_cep_low_pef,2030,Primary energy factor,1.7099124
NL,1_no_pol_cep_low_pef,2033,Primary energy factor,1.622389
NL,1_no_pol_cep_low_pef,2035,Primary energy factor,1.5640401
NL,1_no_pol_cep_low_pef,2040,Primary energy factor,1.4181676
NL,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1264228
NL,1_no_pol_cep_low_pef,START,Primary energy factor,1.9724828
NL,2_no_pol_ep,START,Primary energy factor,1.9724828
NL,3_no_pol_ep_low_pef,2030,Primary energy factor,1.7099124
NL,3_no_pol_ep_low_pef,2033,Primary energy factor,1.622389
NL,3_no_pol_ep_low_pef,2035,Primary energy factor,1.5640401
NL,3_no_pol_ep_low_pef,2040,Primary energy factor,1.4181676
NL,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1264228
NL,3_no_pol_ep_low_pef,START,Primary energy factor,1.9724828
NL,4_low_pol_co2_75,START,Primary energy factor,1.9724828
NL,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.7099124
NL,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.622389
NL,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.5640401
NL,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.4181676
NL,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1264228
NL,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.9724828
NL,6_co2_300,START,Primary energy factor,1.9724828
NL,7_co2_300_low_pef,2030,Primary energy factor,1.7099124
NL,7_co2_300_low_pef,2033,Primary energy factor,1.622389
NL,7_co2_300_low_pef,2035,Primary energy factor,1.5640401
NL,7_co2_300_low_pef,2040,Primary energy factor,1.4181676
NL,7_co2_300_low_pef,2045,Primary energy factor,1.1264228
NL,7_co2_300_low_pef,START,Primary energy factor,1.9724828
NL,8_nofoss_co2_75,START,Primary energy factor,1.9724828
NL,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.7099124
NL,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.622389
NL,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.5640401
NL,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.4181676
NL,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1264228
NL,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.9724828
PL,0_no_pol_cep,START,Primary energy factor,2.7041173
PL,1_no_pol_cep_low_pef,2030,Primary energy factor,2.2440057
PL,1_no_pol_cep_low_pef,2033,Primary energy factor,2.090635
PL,1_no_pol_cep_low_pef,2035,Primary energy factor,1.9883881
PL,1_no_pol_cep_low_pef,2040,Primary energy factor,1.7327704
PL,1_no_pol_cep_low_pef,2045,Primary energy factor,1.2215352
PL,1_no_pol_cep_low_pef,START,Primary energy factor,2.7041173
PL,2_no_pol_ep,START,Primary energy factor,2.7041173
PL,3_no_pol_ep_low_pef,2030,Primary energy factor,2.2440057
PL,3_no_pol_ep_low_pef,2033,Primary energy factor,2.090635
PL,3_no_pol_ep_low_pef,2035,Primary energy factor,1.9883881
PL,3_no_pol_ep_low_pef,2040,Primary energy factor,1.7327704
PL,3_no_pol_ep_low_pef,2045,Primary energy factor,1.2215352
PL,3_no_pol_ep_low_pef,START,Primary energy factor,2.7041173
PL,4_low_pol_co2_75,START,Primary energy factor,2.7041173
PL,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.2440057
PL,5_low_pol_co2_75_low_pef,2033,Primary energy factor,2.090635
PL,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.9883881
PL,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.7327704
PL,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.2215352
PL,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.7041173
PL,6_co2_300,START,Primary energy factor,2.7041173
PL,7_co2_300_low_pef,2030,Primary energy factor,2.2440057
PL,7_co2_300_low_pef,2033,Primary energy factor,2.090635
PL,7_co2_300_low_pef,2035,Primary energy factor,1.9883881
PL,7_co2_300_low_pef,2040,Primary energy factor,1.7327704
PL,7_co2_300_low_pef,2045,Primary energy factor,1.2215352
PL,7_co2_300_low_pef,START,Primary energy factor,2.7041173
PL,8_nofoss_co2_75,START,Primary energy factor,2.7041173
PL,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.2440057
PL,9_nofoss_co2_75_low_pef,2033,Primary energy factor,2.090635
PL,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.9883881
PL,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.7327704
PL,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.2215352
PL,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.7041173
PT,0_no_pol_cep,START,Primary energy factor,1.8501507
PT,1_no_pol_cep_low_pef,2030,Primary energy factor,1.62061
PT,1_no_pol_cep_low_pef,2033,Primary energy factor,1.5440965
PT,1_no_pol_cep_low_pef,2035,Primary energy factor,1.4930874
PT,1_no_pol_cep_low_pef,2040,Primary energy factor,1.3655648
PT,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1105196
PT,1_no_pol_cep_low_pef,START,Primary energy factor,1.8501507
PT,2_no_pol_ep,START,Primary energy factor,1.8501507
PT,3_no_pol_ep_low_pef,2030,Primary energy factor,1.62061
PT,3_no_pol_ep_low_pef,2033,Primary energy factor,1.5440965
PT,3_no_pol_ep_low_pef,2035,Primary energy factor,1.4930874
PT,3_no_pol_ep_low_pef,2040,Primary energy factor,1.3655648
PT,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1105196
PT,3_no_pol_ep_low_pef,START,Primary energy factor,1.8501507
PT,4_low_pol_co2_75,START,Primary energy factor,1.8501507
PT,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.62061
PT,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.5440965
PT,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.4930874
PT,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.3655648
PT,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1105196
PT,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.8501507
PT,6_co2_300,START,Primary energy factor,1.8501507
PT,7_co2_300_low_pef,2030,Primary energy factor,1.62061
PT,7_co2_300_low_pef,2033,Primary energy factor,1.5440965
PT,7_co2_300_low_pef,2035,Primary energy factor,1.4930874
PT,7_co2_300_low_pef,2040,Primary energy factor,1.3655648
PT,7_co2_300_low_pef,2045,Primary energy factor,1.1105196
PT,7_co2_300_low_pef,START,Primary energy factor,1.8501507
PT,8_nofoss_co2_75,START,Primary energy factor,1.8501507
PT,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.62061
PT,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.5440965
PT,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.4930874
PT,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.3655648
PT,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1105196
PT,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.8501507
RO,0_no_pol_cep,START,Primary energy factor,2.5157223
RO,1_no_pol_cep_low_pef,2030,Primary energy factor,2.1064773
RO,1_no_pol_cep_low_pef,2033,Primary energy factor,1.9700621
RO,1_no_pol_cep_low_pef,2035,Primary energy factor,1.8791189
RO,1_no_pol_cep_low_pef,2040,Primary energy factor,1.6517606
RO,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1970439
RO,1_no_pol_cep_low_pef,START,Primary energy factor,2.5157223
RO,2_no_pol_ep,START,Primary energy factor,2.5157223
RO,3_no_pol_ep_low_pef,2030,Primary energy factor,2.1064773
RO,3_no_pol_ep_low_pef,2033,Primary energy factor,1.9700621
RO,3_no_pol_ep_low_pef,2035,Primary energy factor,1.8791189
RO,3_no_pol_ep_low_pef,2040,Primary energy factor,1.6517606
RO,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1970439
RO,3_no_pol_ep_low_pef,START,Primary energy factor,2.5157223
RO,4_low_pol_co2_75,START,Primary energy factor,2.5157223
RO,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.1064773
RO,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.9700621
RO,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.8791189
RO,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.6517606
RO,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1970439
RO,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.5157223
RO,6_co2_300,START,Primary energy factor,2.5157223
RO,7_co2_300_low_pef,2030,Primary energy factor,2.1064773
RO,7_co2_300_low_pef,2033,Primary energy factor,1.9700621
RO,7_co2_300_low_pef,2035,Primary energy factor,1.8791189
RO,7_co2_300_low_pef,2040,Primary energy factor,1.6517606
RO,7_co2_300_low_pef,2045,Primary energy factor,1.1970439
RO,7_co2_300_low_pef,START,Primary energy factor,2.5157223
RO,8_nofoss_co2_75,START,Primary energy factor,2.5157223
RO,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.1064773
RO,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.9700621
RO,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.8791189
RO,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.6517606
RO,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1970439
RO,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.5157223
SK,0_no_pol_cep,START,Primary energy factor,2.8626146
SK,1_no_pol_cep_low_pef,2030,Primary energy factor,2.3597085
SK,1_no_pol_cep_low_pef,2033,Primary energy factor,2.1920733
SK,1_no_pol_cep_low_pef,2035,Primary energy factor,2.0803163
SK,1_no_pol_cep_low_pef,2040,Primary energy factor,1.8009243
SK,1_no_pol_cep_low_pef,2045,Primary energy factor,1.2421399
SK,1_no_pol_cep_low_pef,START,Primary energy factor,2.8626146
SK,2_no_pol_ep,START,Primary energy factor,2.8626146
SK,3_no_pol_ep_low_pef,2030,Primary energy factor,2.3597085
SK,3_no_pol_ep_low_pef,2033,Primary energy factor,2.1920733
SK,3_no_pol_ep_low_pef,2035,Primary energy factor,2.0803163
SK,3_no_pol_ep_low_pef,2040,Primary energy factor,1.8009243
SK,3_no_pol_ep_low_pef,2045,Primary energy factor,1.2421399
SK,3_no_pol_ep_low_pef,START,Primary energy factor,2.8626146
SK,4_low_pol_co2_75,START,Primary energy factor,2.8626146
SK,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.3597085
SK,5_low_pol_co2_75_low_pef,2033,Primary energy factor,2.1920733
SK,5_low_pol_co2_75_low_pef,2035,Primary energy factor,2.0803163
SK,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.8009243
SK,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.2421399
SK,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.8626146
SK,6_co2_300,START,Primary energy factor,2.8626146
SK,7_co2_300_low_pef,2030,Primary energy factor,2.3597085
SK,7_co2_300_low_pef,2033,Primary energy factor,2.1920733
SK,7_co2_300_low_pef,2035,Primary energy factor,2.0803163
SK,7_co2_300_low_pef,2040,Primary energy factor,1.8009243
SK,7_co2_300_low_pef,2045,Primary energy factor,1.2421399
SK,7_co2_300_low_pef,START,Primary energy factor,2.8626146
SK,8_nofoss_co2_75,START,Primary energy factor,2.8626146
SK,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.3597085
SK,9_nofoss_co2_75_low_pef,2033,Primary energy factor,2.1920733
SK,9_nofoss_co2_75_low_pef,2035,Primary energy factor,2.0803163
SK,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.8009243
SK,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.2421399
SK,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.8626146
SI,0_no_pol_cep,START,Primary energy factor,2.3859403
SI,1_no_pol_cep_low_pef,2030,Primary energy factor,2.0117364
SI,1_no_pol_cep_low_pef,2033,Primary energy factor,1.8870018
SI,1_no_pol_cep_low_pef,2035,Primary energy factor,1.8038454
SI,1_no_pol_cep_low_pef,2040,Primary energy factor,1.5959543
SI,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1801722
SI,1_no_pol_cep_low_pef,START,Primary energy factor,2.3859403
SI,2_no_pol_ep,START,Primary energy factor,2.3859403
SI,3_no_pol_ep_low_pef,2030,Primary energy factor,2.0117364
SI,3_no_pol_ep_low_pef,2033,Primary energy factor,1.8870018
SI,3_no_pol_ep_low_pef,2035,Primary energy factor,1.8038454
SI,3_no_pol_ep_low_pef,2040,Primary energy factor,1.5959543
SI,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1801722
SI,3_no_pol_ep_low_pef,START,Primary energy factor,2.3859403
SI,4_low_pol_co2_75,START,Primary energy factor,2.3859403
SI,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.0117364
SI,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.8870018
SI,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.8038454
SI,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.5959543
SI,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1801722
SI,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.3859403
SI,6_co2_300,START,Primary energy factor,2.3859403
SI,7_co2_300_low_pef,2030,Primary energy factor,2.0117364
SI,7_co2_300_low_pef,2033,Primary energy factor,1.8870018
SI,7_co2_300_low_pef,2035,Primary energy factor,1.8038454
SI,7_co2_300_low_pef,2040,Primary energy factor,1.5959543
SI,7_co2_300_low_pef,2045,Primary energy factor,1.1801722
SI,7_co2_300_low_pef,START,Primary energy factor,2.3859403
SI,8_nofoss_co2_75,START,Primary energy factor,2.3859403
SI,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.0117364
SI,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.8870018
SI,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.8038454
SI,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.5959543
SI,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1801722
SI,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.3859403
SE,0_no_pol_cep,START,Primary energy factor,1.8004825
SE,1_no_pol_cep_low_pef,2030,Primary energy factor,1.5843521
SE,1_no_pol_cep_low_pef,2033,Primary energy factor,1.5123087
SE,1_no_pol_cep_low_pef,2035,Primary energy factor,1.4642798
SE,1_no_pol_cep_low_pef,2040,Primary energy factor,1.3442074
SE,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1040627
SE,1_no_pol_cep_low_pef,START,Primary energy factor,1.8004825
SE,2_no_pol_ep,START,Primary energy factor,1.8004825
SE,3_no_pol_ep_low_pef,2030,Primary energy factor,1.5843521
SE,3_no_pol_ep_low_pef,2033,Primary energy factor,1.5123087
SE,3_no_pol_ep_low_pef,2035,Primary energy factor,1.4642798
SE,3_no_pol_ep_low_pef,2040,Primary energy factor,1.3442074
SE,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1040627
SE,3_no_pol_ep_low_pef,START,Primary energy factor,1.8004825
SE,4_low_pol_co2_75,START,Primary energy factor,1.8004825
SE,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.5843521
SE,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.5123087
SE,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.4642798
SE,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.3442074
SE,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1040627
SE,5_low_pol_co2_75_low_pef,START,Primary energy factor,1.8004825
SE,6_co2_300,START,Primary energy factor,1.8004825
SE,7_co2_300_low_pef,2030,Primary energy factor,1.5843521
SE,7_co2_300_low_pef,2033,Primary energy factor,1.5123087
SE,7_co2_300_low_pef,2035,Primary energy factor,1.4642798
SE,7_co2_300_low_pef,2040,Primary energy factor,1.3442074
SE,7_co2_300_low_pef,2045,Primary energy factor,1.1040627
SE,7_co2_300_low_pef,START,Primary energy factor,1.8004825
SE,8_nofoss_co2_75,START,Primary energy factor,1.8004825
SE,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.5843521
SE,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.5123087
SE,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.4642798
SE,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.3442074
SE,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1040627
SE,9_nofoss_co2_75_low_pef,START,Primary energy factor,1.8004825
UA,0_no_pol_cep,START,Primary energy factor,2.1926377
UA,1_no_pol_cep_low_pef,2030,Primary energy factor,1.8706255
UA,1_no_pol_cep_low_pef,2033,Primary energy factor,1.7632881
UA,1_no_pol_cep_low_pef,2035,Primary energy factor,1.6917298
UA,1_no_pol_cep_low_pef,2040,Primary energy factor,1.5128342
UA,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1550429
UA,1_no_pol_cep_low_pef,START,Primary energy factor,2.1926377
UA,2_no_pol_ep,START,Primary energy factor,2.1926377
UA,3_no_pol_ep_low_pef,2030,Primary energy factor,1.8706255
UA,3_no_pol_ep_low_pef,2033,Primary energy factor,1.7632881
UA,3_no_pol_ep_low_pef,2035,Primary energy factor,1.6917298
UA,3_no_pol_ep_low_pef,2040,Primary energy factor,1.5128342
UA,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1550429
UA,3_no_pol_ep_low_pef,START,Primary energy factor,2.1926377
UA,4_low_pol_co2_75,START,Primary energy factor,2.1926377
UA,5_low_pol_co2_75_low_pef,2030,Primary energy factor,1.8706255
UA,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.7632881
UA,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.6917298
UA,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.5128342
UA,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1550429
UA,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.1926377
UA,6_co2_300,START,Primary energy factor,2.1926377
UA,7_co2_300_low_pef,2030,Primary energy factor,1.8706255
UA,7_co2_300_low_pef,2033,Primary energy factor,1.7632881
UA,7_co2_300_low_pef,2035,Primary energy factor,1.6917298
UA,7_co2_300_low_pef,2040,Primary energy factor,1.5128342
UA,7_co2_300_low_pef,2045,Primary energy factor,1.1550429
UA,7_co2_300_low_pef,START,Primary energy factor,2.1926377
UA,8_nofoss_co2_75,START,Primary energy factor,2.1926377
UA,9_nofoss_co2_75_low_pef,2030,Primary energy factor,1.8706255
UA,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.7632881
UA,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.6917298
UA,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.5128342
UA,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1550429
UA,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.1926377
XOL,0_no_pol_cep,START,Primary energy factor,2.7041173
XOL,1_no_pol_cep_low_pef,2030,Primary energy factor,2.2440057
XOL,1_no_pol_cep_low_pef,2033,Primary energy factor,2.090635
XOL,1_no_pol_cep_low_pef,2035,Primary energy factor,1.9883881
XOL,1_no_pol_cep_low_pef,2040,Primary energy factor,1.7327704
XOL,1_no_pol_cep_low_pef,2045,Primary energy factor,1.2215352
XOL,1_no_pol_cep_low_pef,START,Primary energy factor,2.7041173
XOL,2_no_pol_ep,START,Primary energy factor,2.7041173
XOL,3_no_pol_ep_low_pef,2030,Primary energy factor,2.2440057
XOL,3_no_pol_ep_low_pef,2033,Primary energy factor,2.090635
XOL,3_no_pol_ep_low_pef,2035,Primary energy factor,1.9883881
XOL,3_no_pol_ep_low_pef,2040,Primary energy factor,1.7327704
XOL,3_no_pol_ep_low_pef,2045,Primary energy factor,1.2215352
XOL,3_no_pol_ep_low_pef,START,Primary energy factor,2.7041173
XOL,4_low_pol_co2_75,START,Primary energy factor,2.7041173
XOL,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.2440057
XOL,5_low_pol_co2_75_low_pef,2033,Primary energy factor,2.090635
XOL,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.9883881
XOL,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.7327704
XOL,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.2215352
XOL,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.7041173
XOL,6_co2_300,START,Primary energy factor,2.7041173
XOL,7_co2_300_low_pef,2030,Primary energy factor,2.2440057
XOL,7_co2_300_low_pef,2033,Primary energy factor,2.090635
XOL,7_co2_300_low_pef,2035,Primary energy factor,1.9883881
XOL,7_co2_300_low_pef,2040,Primary energy factor,1.7327704
XOL,7_co2_300_low_pef,2045,Primary energy factor,1.2215352
XOL,7_co2_300_low_pef,START,Primary energy factor,2.7041173
XOL,8_nofoss_co2_75,START,Primary energy factor,2.7041173
XOL,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.2440057
XOL,9_nofoss_co2_75_low_pef,2033,Primary energy factor,2.090635
XOL,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.9883881
XOL,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.7327704
XOL,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.2215352
XOL,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.7041173
XOU,0_no_pol_cep,START,Primary energy factor,2.5157223
XOU,1_no_pol_cep_low_pef,2030,Primary energy factor,2.1064773
XOU,1_no_pol_cep_low_pef,2033,Primary energy factor,1.9700621
XOU,1_no_pol_cep_low_pef,2035,Primary energy factor,1.8791189
XOU,1_no_pol_cep_low_pef,2040,Primary energy factor,1.6517606
XOU,1_no_pol_cep_low_pef,2045,Primary energy factor,1.1970439
XOU,1_no_pol_cep_low_pef,START,Primary energy factor,2.5157223
XOU,2_no_pol_ep,START,Primary energy factor,2.5157223
XOU,3_no_pol_ep_low_pef,2030,Primary energy factor,2.1064773
XOU,3_no_pol_ep_low_pef,2033,Primary energy factor,1.9700621
XOU,3_no_pol_ep_low_pef,2035,Primary energy factor,1.8791189
XOU,3_no_pol_ep_low_pef,2040,Primary energy factor,1.6517606
XOU,3_no_pol_ep_low_pef,2045,Primary energy factor,1.1970439
XOU,3_no_pol_ep_low_pef,START,Primary energy factor,2.5157223
XOU,4_low_pol_co2_75,START,Primary energy factor,2.5157223
XOU,5_low_pol_co2_75_low_pef,2030,Primary energy factor,2.1064773
XOU,5_low_pol_co2_75_low_pef,2033,Primary energy factor,1.9700621
XOU,5_low_pol_co2_75_low_pef,2035,Primary energy factor,1.8791189
XOU,5_low_pol_co2_75_low_pef,2040,Primary energy factor,1.6517606
XOU,5_low_pol_co2_75_low_pef,2045,Primary energy factor,1.1970439
XOU,5_low_pol_co2_75_low_pef,START,Primary energy factor,2.5157223
XOU,6_co2_300,START,Primary energy factor,2.5157223
XOU,7_co2_300_low_pef,2030,Primary energy factor,2.1064773
XOU,7_co2_300_low_pef,2033,Primary energy factor,1.9700621
XOU,7_co2_300_low_pef,2035,Primary energy factor,1.8791189
XOU,7_co2_300_low_pef,2040,Primary energy factor,1.6517606
XOU,7_co2_300_low_pef,2045,Primary energy factor,1.1970439
XOU,7_co2_300_low_pef,START,Primary energy factor,2.5157223
XOU,8_nofoss_co2_75,START,Primary energy factor,2.5157223
XOU,9_nofoss_co2_75_low_pef,2030,Primary energy factor,2.1064773
XOU,9_nofoss_co2_75_low_pef,2033,Primary energy factor,1.9700621
XOU,9_nofoss_co2_75_low_pef,2035,Primary energy factor,1.8791189
XOU,9_nofoss_co2_75_low_pef,2040,Primary energy factor,1.6517606
XOU,9_nofoss_co2_75_low_pef,2045,Primary energy factor,1.1970439
XOU,9_nofoss_co2_75_low_pef,START,Primary energy factor,2.5157223
